train_loss,val_loss
9.917969e-03,6.588733e-03
6.679026e-03,5.847913e-03
6.209577e-03,5.908648e-03
5.923531e-03,5.338386e-03
5.753044e-03,5.851198e-03
5.633723e-03,5.191017e-03
5.540843e-03,5.450082e-03
5.474381e-03,5.652978e-03
5.418874e-03,5.248765e-03
5.378242e-03,5.186082e-03
5.340963e-03,5.894530e-03
5.308157e-03,5.238628e-03
5.278653e-03,5.112793e-03
5.257093e-03,5.467094e-03
5.237990e-03,5.155034e-03
5.222946e-03,5.228484e-03
5.205456e-03,5.269895e-03
5.189123e-03,5.200262e-03
5.177594e-03,5.029903e-03
5.166495e-03,5.193102e-03
5.158066e-03,5.294036e-03
5.149383e-03,5.549016e-03
5.141473e-03,5.631336e-03
5.136683e-03,5.193543e-03
5.128562e-03,4.879442e-03
5.121344e-03,4.918471e-03
5.116912e-03,5.000853e-03
5.109267e-03,5.016388e-03
5.103491e-03,5.462128e-03
5.099845e-03,5.200837e-03
5.092386e-03,4.963232e-03
5.088320e-03,5.239792e-03
5.083280e-03,5.447960e-03
5.078687e-03,4.996395e-03
5.074613e-03,5.128067e-03
5.070799e-03,5.126704e-03
5.067869e-03,5.017598e-03
5.060069e-03,5.255639e-03
5.058135e-03,5.196398e-03
5.056450e-03,5.147292e-03
